feature_set,log_conflict,architecture,learning_rate,epoch,train_loss,validation_loss
baseline,False,128-64,0.0001,17,0.36292214075724283,0.3964135944843292
baseline,False,128-64,0.0001,18,0.3405236061414083,0.3770187199115753
baseline,False,128-64,0.0001,19,0.31955340840198376,0.3595288097858429
baseline,False,128-64,0.0001,20,0.30055808076152096,0.34327569603919983
baseline,False,128-64,0.0001,21,0.2833092497013233,0.3289583623409271
baseline,False,128-64,0.0001,22,0.26811558935377333,0.31646549701690674
baseline,False,128-64,0.0001,23,0.2548035537755048,0.30508312582969666
baseline,False,128-64,0.0001,24,0.24329395711421967,0.2956048846244812
baseline,False,128-64,0.0001,25,0.2335055281497814,0.2877157926559448
baseline,False,128-64,0.0001,26,0.22509694622622595,0.28077441453933716
baseline,False,128-64,0.0001,27,0.21796031249894035,0.2747820317745209
baseline,False,128-64,0.0001,28,0.2119855620242931,0.26968419551849365
baseline,False,128-64,0.0001,29,0.20687428522993018,0.2654116451740265
baseline,False,128-64,0.0001,30,0.20257340501855922,0.2619789242744446
baseline,False,128-64,0.0001,31,0.19894478144469085,0.258746474981308
baseline,False,128-64,0.0001,32,0.19576874883086592,0.2558586597442627
baseline,False,128-64,0.0001,33,0.19313481516308253,0.25357380509376526
baseline,False,128-64,0.0001,34,0.19084285555062472,0.2512665390968323
baseline,False,128-64,0.0001,35,0.18885485569636026,0.2495531439781189
baseline,False,128-64,0.0001,36,0.18708977610976607,0.24788065254688263
baseline,False,128-64,0.0001,37,0.18556567896295476,0.24623382091522217
baseline,False,128-64,0.0001,38,0.18418789735546817,0.24492314457893372
baseline,False,128-64,0.0001,39,0.18296070743490148,0.2436627447605133
baseline,False,128-64,0.0001,40,0.1818736630236661,0.24254007637500763
baseline,False,128-64,0.0001,41,0.1808647539218267,0.24195100367069244
baseline,False,128-64,0.0001,42,0.17990774713180682,0.24093247950077057
baseline,False,128-64,0.0001,43,0.17904214134922733,0.24008025228977203
baseline,False,128-64,0.0001,44,0.17824434739572032,0.2390965074300766
baseline,False,128-64,0.0001,45,0.177485974099901,0.23799048364162445
baseline,False,128-64,0.0001,46,0.17676536078806276,0.2373318076133728
baseline,False,128-64,0.0001,47,0.17608822233147092,0.23649339377880096
baseline,False,128-64,0.0001,48,0.17542639838324653,0.23576347529888153
baseline,False,128-64,0.0001,49,0.17478537691964044,0.2351846545934677
baseline,False,128-64,0.0001,50,0.17414900695836102,0.23428881168365479
baseline,False,128-64,0.0001,51,0.17352588187765192,0.23377725481987
baseline,False,128-64,0.0001,52,0.17294269446973448,0.2331491857767105
baseline,False,128-64,0.0001,53,0.17238417870468564,0.23250462114810944
baseline,False,128-64,0.0001,54,0.17180050322303064,0.23222997784614563
baseline,False,128-64,0.0001,55,0.1712501565615336,0.2316741645336151
baseline,False,128-64,0.0001,56,0.1707203561950613,0.2310875803232193
baseline,False,128-64,0.0001,57,0.17018089570381023,0.2305157333612442
baseline,False,128-64,0.0001,58,0.16964530490062854,0.22942541539669037
baseline,False,128-64,0.0001,59,0.16912941369745466,0.22860096395015717
baseline,False,128-64,0.0001,60,0.16861718266098588,0.2283666878938675
baseline,False,128-64,0.0001,61,0.16809123970844128,0.22776000201702118
baseline,False,128-64,0.0001,62,0.16758536753831085,0.22716444730758667
baseline,False,128-64,0.0001,63,0.16707536798936348,0.22659453749656677
baseline,False,128-64,0.0001,64,0.16656252958156445,0.22573047876358032
baseline,False,128-64,0.0001,65,0.16605688483626754,0.2248820960521698
baseline,False,128-64,0.0001,66,0.16554081757863362,0.22483466565608978
baseline,False,128-64,0.0001,67,0.16504348403877683,0.223674938082695
baseline,False,128-64,0.0001,68,0.16451542953650156,0.22330522537231445
baseline,False,128-64,0.0001,69,0.1640097212129169,0.22293254733085632
baseline,False,128-64,0.0001,70,0.16350021496967032,0.22239354252815247
baseline,False,128-64,0.0001,71,0.1629868758166278,0.2216653823852539
baseline,False,128-64,0.0001,72,0.1624795823627048,0.2208421379327774
baseline,False,128-64,0.0001,73,0.1619699853879434,0.22011898458003998
baseline,False,128-64,0.0001,74,0.16145059128602346,0.21924592554569244
baseline,False,128-64,0.0001,75,0.1609382614824507,0.218520849943161
baseline,False,128-64,0.0001,76,0.1604296534812009,0.21769459545612335
baseline,False,128-64,0.0001,77,0.1599207862438979,0.21709443628787994
baseline,False,128-64,0.0001,78,0.15939127045649068,0.21667805314064026
baseline,False,128-64,0.0001,79,0.15888036997229965,0.2160520702600479
baseline,False,128-64,0.0001,80,0.15837238448637503,0.2156321406364441
baseline,False,128-64,0.0001,81,0.15784406430191464,0.21504463255405426
baseline,False,128-64,0.0001,82,0.15734506143463983,0.2148026078939438
baseline,False,128-64,0.0001,83,0.15679890599515703,0.21367372572422028
baseline,False,128-64,0.0001,84,0.15627900909494472,0.2128242403268814
baseline,False,128-64,0.0001,85,0.15577813612090216,0.21246005594730377
baseline,False,128-64,0.0001,86,0.15522383831165454,0.21200808882713318
baseline,False,128-64,0.0001,87,0.15472818988340872,0.21059474349021912
baseline,False,128-64,0.0001,88,0.15419755862818824,0.21051429212093353
baseline,False,128-64,0.0001,89,0.153663263519605,0.20983731746673584
baseline,False,128-64,0.0001,90,0.15315844581083016,0.2087351232767105
baseline,False,128-64,0.0001,91,0.15263686899785642,0.20832479000091553
baseline,False,128-64,0.0001,92,0.15211231267010725,0.20761166512966156
baseline,False,128-64,0.0001,93,0.15159991767671374,0.20676888525485992
baseline,False,128-64,0.0001,94,0.15109999707451574,0.2057000994682312
baseline,False,128-64,0.0001,95,0.1506070296411161,0.2043275088071823
baseline,False,128-64,0.0001,96,0.1501085314044246,0.20391111075878143
baseline,False,128-64,0.0001,97,0.1496065161625544,0.2037593275308609
baseline,False,128-64,0.0001,98,0.14911642730236052,0.2035425305366516
baseline,False,128-64,0.0001,99,0.1486251441306538,0.20230358839035034
baseline,False,128-64,0.0001,100,0.14813459957087483,0.2008693963289261
baseline,True,32,0.001,1,0.6591609229864898,0.6367928981781006
baseline,True,32,0.001,2,0.6158550182978312,0.6025319695472717
baseline,True,32,0.001,3,0.5700543102511654,0.5608250498771667
baseline,True,32,0.001,4,0.5193421593860343,0.5149402022361755
baseline,True,32,0.001,5,0.4637099414401584,0.46489575505256653
baseline,True,32,0.001,6,0.40650157990279023,0.41519293189048767
baseline,True,32,0.001,7,0.35281362498248064,0.3736845552921295
baseline,True,32,0.001,8,0.3075257369324013,0.34189626574516296
baseline,True,32,0.001,9,0.2724460560304147,0.3177999258041382
baseline,True,32,0.001,10,0.24673280060291292,0.29817989468574524
baseline,True,32,0.001,11,0.2283606500758065,0.283368855714798
baseline,True,32,0.001,12,0.21503021114402346,0.27287939190864563
baseline,True,32,0.001,13,0.20534982506875638,0.26418688893318176
baseline,True,32,0.001,14,0.19802626099851398,0.2577562630176544
baseline,True,32,0.001,15,0.19239439059186864,0.2513948082923889
baseline,True,32,0.001,16,0.18782148096296522,0.2472614347934723
baseline,True,32,0.001,17,0.1840889334237134,0.24366410076618195
baseline,True,32,0.001,18,0.18091352222142396,0.24056731164455414
baseline,True,32,0.001,19,0.17808240422496088,0.2361188530921936
baseline,True,32,0.001,20,0.1755953233551096,0.23168227076530457
baseline,True,32,0.001,21,0.17326174645512193,0.2297634482383728
baseline,True,32,0.001,22,0.171092369556427,0.22665582597255707
baseline,True,32,0.001,23,0.16905170169141556,0.22056688368320465
baseline,True,32,0.001,24,0.16698812263983268,0.22000843286514282
baseline,True,32,0.001,25,0.16513798503964036,0.21890661120414734
baseline,True,32,0.001,26,0.16331211284354882,0.21262694895267487
baseline,True,32,0.001,27,0.16154444890993613,0.2097455859184265
baseline,True,32,0.001,28,0.1599866145849228,0.2082148939371109
baseline,True,32,0.001,29,0.15853904918388084,0.2042788416147232
baseline,True,32,0.001,30,0.15712651608166872,0.20403915643692017
baseline,True,32,0.001,31,0.15583907507084035,0.1995420604944229
baseline,True,32,0.001,32,0.1545585381101679,0.19735658168792725
baseline,True,32,0.001,33,0.15338810836827313,0.19661344587802887
baseline,True,32,0.001,34,0.15232965747515362,0.19287937879562378
baseline,True,32,0.001,35,0.15127250035603843,0.19453127682209015
baseline,True,32,0.001,36,0.15029056714640723,0.1897880733013153
baseline,True,32,0.001,37,0.14947626409707246,0.18887341022491455
baseline,True,32,0.001,38,0.1484836955865224,0.18911568820476532
baseline,True,32,0.001,39,0.14765901035732693,0.18629024922847748
baseline,True,32,0.001,40,0.1469486184252633,0.1845356971025467
baseline,True,32,0.001,41,0.14637429303593105,0.18616825342178345
baseline,True,32,0.001,42,0.1454470506200084,0.1805885285139084
baseline,True,32,0.001,43,0.14489771635444076,0.18396082520484924
baseline,True,32,0.001,44,0.14418558496016043,0.17966721951961517
baseline,True,32,0.001,45,0.1436770522594452,0.17981767654418945
baseline,True,32,0.001,46,0.14319625081839385,0.18055933713912964
baseline,True,32,0.001,47,0.1426604524365178,0.17875398695468903
baseline,True,32,0.001,48,0.14210392179312528,0.17902696132659912
baseline,True,32,0.001,49,0.14166554581235957,0.17779187858104706
baseline,True,32,0.001,50,0.14136153671476576,0.17655447125434875
baseline,True,32,0.001,51,0.14095000177621841,0.17867769300937653
baseline,True,32,0.001,52,0.14049963412461458,0.1748364269733429
baseline,True,32,0.001,53,0.14014841176845408,0.17655017971992493
baseline,True,32,0.001,54,0.13978834487773753,0.1763707548379898
baseline,True,32,0.001,55,0.13937108989115116,0.17426370084285736
baseline,True,32,0.001,56,0.1391750364171134,0.17475086450576782
baseline,True,32,0.001,57,0.13895383892235932,0.17387104034423828
baseline,True,32,0.001,58,0.13864503396881953,0.17345495522022247
baseline,True,32,0.001,59,0.1382522859176,0.17495812475681305
baseline,True,32,0.001,60,0.1379803177162453,0.17314499616622925
baseline,True,32,0.001,61,0.1377444573243459,0.1732264906167984
baseline,True,32,0.001,62,0.13747051543659633,0.1744762361049652
baseline,True,32,0.001,63,0.1372130486921028,0.17201204597949982
baseline,True,32,0.001,64,0.13717839561126852,0.17319591343402863
baseline,True,32,0.001,65,0.1368528566095564,0.17314332723617554
baseline,True,32,0.001,66,0.13670863370100658,0.1735115647315979
baseline,True,32,0.001,67,0.13687495052814483,0.1712927222251892
baseline,True,32,0.001,68,0.13639377099496347,0.17351023852825165
baseline,True,32,0.001,69,0.13606690293108975,0.17099545896053314
baseline,True,32,0.001,70,0.13587100968316748,0.17248040437698364
baseline,True,32,0.001,71,0.1356873956212291,0.171011283993721
baseline,True,32,0.001,72,0.1355370315247112,0.171756774187088
baseline,True,32,0.001,73,0.13540244665410783,0.17136773467063904
baseline,True,32,0.001,74,0.135167387481089,0.17121143639087677
baseline,True,32,0.001,75,0.13499546355671352,0.17066913843154907
baseline,True,32,0.001,76,0.13484728786680433,0.17104095220565796
baseline,True,32,0.001,77,0.1347541923213888,0.17141729593276978
baseline,True,32,0.001,78,0.13462122187570288,0.1709938794374466
baseline,True,32,0.001,79,0.13461492198484915,0.17083904147148132
baseline,True,32,0.001,80,0.13444083204975835,0.17080527544021606
baseline,True,32,0.001,81,0.1341965068048901,0.17074143886566162
baseline,True,32,0.001,82,0.13415249593831874,0.17104902863502502
baseline,True,32,0.001,83,0.1340403929683897,0.17026278376579285
baseline,True,32,0.001,84,0.1339211943635234,0.1717199683189392
baseline,True,32,0.001,85,0.13380477488040923,0.17025458812713623
baseline,True,32,0.001,86,0.13371485976157366,0.17115528881549835
baseline,True,32,0.001,87,0.1337696709677025,0.16948948800563812
baseline,True,32,0.001,88,0.1334854472235397,0.17192484438419342
baseline,True,32,0.001,89,0.13325722712057608,0.1693156361579895
baseline,True,32,0.001,90,0.13313884451433464,0.1708478033542633
baseline,True,32,0.001,91,0.13314888102036934,0.17023298144340515
baseline,True,32,0.001,92,0.13292363888687558,0.16962909698486328
baseline,True,32,0.001,93,0.13286232230839906,0.1707301139831543
baseline,True,32,0.001,94,0.1327581865257687,0.1697237640619278
baseline,True,32,0.001,95,0.13267625855074988,0.1694870889186859
baseline,True,32,0.001,96,0.13256311663874873,0.17047441005706787
baseline,True,32,0.001,97,0.13249693135420482,0.16972103714942932
baseline,True,32,0.0001,1,0.6761585448406361,0.6689030528068542
baseline,True,32,0.0001,2,0.6717737030982971,0.6653690934181213
baseline,True,32,0.0001,3,0.6674270676683497,0.6616179347038269
baseline,True,32,0.0001,4,0.6630844198332893,0.658096194267273
baseline,True,32,0.0001,5,0.6587327364639,0.6546309590339661
baseline,True,32,0.0001,6,0.6543850194083319,0.6510133147239685
baseline,True,32,0.0001,7,0.6500220455946746,0.647400438785553
baseline,True,32,0.0001,8,0.6456249197324117,0.6438506841659546
baseline,True,32,0.0001,9,0.6411813850756045,0.6403082609176636
baseline,True,32,0.0001,10,0.6367023807101779,0.6365986466407776
baseline,True,32,0.0001,11,0.6321547747541357,0.6328309178352356
baseline,True,32,0.0001,12,0.6275350665163111,0.6290268301963806
baseline,True,32,0.0001,13,0.6228221538331774,0.6251273155212402
baseline,True,32,0.0001,14,0.6180290224817064,0.6211693286895752
baseline,True,32,0.0001,15,0.6131352116443493,0.6170235872268677
baseline,True,32,0.0001,16,0.6081475412404096,0.612854540348053
baseline,True,32,0.0001,17,0.6030642878567731,0.6086052656173706
baseline,True,32,0.0001,18,0.5978958363003201,0.604297399520874
baseline,True,32,0.0001,19,0.5926235072701066,0.5998594760894775
baseline,True,32,0.0001,20,0.5872730838810956,0.5952339172363281
baseline,True,32,0.0001,21,0.5818004463337085,0.5905637145042419
baseline,True,32,0.0001,22,0.5762545704841614,0.5858131051063538
baseline,True,32,0.0001,23,0.5706141706749245,0.5807468891143799
baseline,True,32,0.0001,24,0.5648867145291081,0.5756413340568542
baseline,True,32,0.0001,25,0.5590696711893435,0.5705693364143372
baseline,True,32,0.0001,26,0.5531601187917922,0.5653343796730042
baseline,True,32,0.0001,27,0.547175286522618,0.5598852634429932
baseline,True,32,0.0001,28,0.541092522320924,0.5543822050094604
baseline,True,32,0.0001,29,0.5349229059395967,0.5487338304519653
baseline,True,32,0.0001,30,0.5286882683965894,0.5431320071220398
baseline,True,32,0.0001,31,0.5223923125090423,0.5373846888542175
baseline,True,32,0.0001,32,0.5160291805090728,0.5316189527511597
baseline,True,32,0.0001,33,0.5096473334453724,0.5258845686912537
baseline,True,32,0.0001,34,0.5031978947144967,0.5200904011726379
baseline,True,32,0.0001,35,0.4967083936708945,0.5143563747406006
baseline,True,32,0.0001,36,0.4901871611012353,0.5085840821266174
baseline,True,32,0.0001,37,0.4836710924572415,0.5027191042900085
baseline,True,32,0.0001,38,0.47710684820457744,0.49704232811927795
baseline,True,32,0.0001,39,0.4705457696208247,0.49141135811805725
baseline,True,32,0.0001,40,0.464042719911646,0.48572060465812683
baseline,True,32,0.0001,41,0.45752800800182203,0.48031100630760193
baseline,True,32,0.0001,42,0.45107228914896647,0.47490113973617554
baseline,True,32,0.0001,43,0.4446667086636579,0.4696125388145447
baseline,True,32,0.0001,44,0.4383336047773008,0.46439093351364136
baseline,True,32,0.0001,45,0.4320411562036585,0.4591626822948456
baseline,True,32,0.0001,46,0.42586362538514316,0.45414999127388
baseline,True,32,0.0001,47,0.41974761521374737,0.44921156764030457
baseline,True,32,0.0001,48,0.4137316732053404,0.4443804919719696
baseline,True,32,0.0001,49,0.40780520099180717,0.4396568536758423
baseline,True,32,0.0001,50,0.40199084608643143,0.43490853905677795
baseline,True,32,0.0001,51,0.39628594045285825,0.43044131994247437
baseline,True,32,0.0001,52,0.3906913888895953,0.4259550869464874
baseline,True,32,0.0001,53,0.38522191144801954,0.42158618569374084
baseline,True,32,0.0001,54,0.3798467108496913,0.4173782467842102
baseline,True,32,0.0001,55,0.37458910297464443,0.4132300913333893
baseline,True,32,0.0001,56,0.3694640510612064,0.40914714336395264
baseline,True,32,0.0001,57,0.3644451054820308,0.4051437973976135
baseline,True,32,0.0001,58,0.3595400827019303,0.4010917842388153
baseline,True,32,0.0001,59,0.3547449015246497,0.39715859293937683
baseline,True,32,0.0001,60,0.3500763483400698,0.3934703767299652
baseline,True,32,0.0001,61,0.34550086167123584,0.3897128701210022
baseline,True,32,0.0001,62,0.3410491844901332,0.3861190974712372
baseline,True,32,0.0001,63,0.3367029454089977,0.38257843255996704
baseline,True,32,0.0001,64,0.3324664510620965,0.37905728816986084
baseline,True,32,0.0001,65,0.328351467318005,0.37559449672698975
baseline,True,32,0.0001,66,0.324326983027988,0.37242770195007324
baseline,True,32,0.0001,67,0.32041137205229864,0.3691466748714447
baseline,True,32,0.0001,68,0.3165937783983019,0.3660905957221985
baseline,True,32,0.0001,69,0.31289779870598405,0.3630598485469818
baseline,True,32,0.0001,70,0.3092764680473893,0.3600633144378662
baseline,True,32,0.0001,71,0.30574484441015454,0.3571479618549347
baseline,True,32,0.0001,72,0.30232066295765064,0.35433828830718994
baseline,True,32,0.0001,73,0.29899509893523324,0.3515317440032959
baseline,True,32,0.0001,74,0.2957397543500971,0.34872913360595703
baseline,True,32,0.0001,75,0.29259188409204834,0.34605127573013306
baseline,True,32,0.0001,76,0.2895218537913428,0.3433607518672943
baseline,True,32,0.0001,77,0.28653376270223546,0.3407474160194397
baseline,True,32,0.0001,78,0.283621693805412,0.33826789259910583
baseline,True,32,0.0001,79,0.28079380728580333,0.33579859137535095
baseline,True,32,0.0001,80,0.2780298184023963,0.33350276947021484
baseline,True,32,0.0001,81,0.27536646838541384,0.3312414288520813
baseline,True,32,0.0001,82,0.2727531410588159,0.32908135652542114
baseline,True,32,0.0001,83,0.27022167762120564,0.3269498646259308
baseline,True,32,0.0001,84,0.26774808481887535,0.32473304867744446
baseline,True,32,0.0001,85,0.2653500928039904,0.32262706756591797
baseline,True,32,0.0001,86,0.26302107647613243,0.320656955242157
baseline,True,32,0.0001,87,0.2607508407698737,0.31857240200042725
baseline,True,32,0.0001,88,0.25853615665877305,0.3167014420032501
baseline,True,32,0.0001,89,0.2563767005999883,0.3147473633289337
baseline,True,32,0.0001,90,0.25428961983433473,0.3128768801689148
baseline,True,32,0.0001,91,0.2522529783293053,0.31110817193984985
baseline,True,32,0.0001,92,0.25026925954553814,0.30931946635246277
baseline,True,32,0.0001,93,0.24834133766315603,0.3075910806655884
baseline,True,32,0.0001,94,0.24646140076495984,0.3059232532978058
baseline,True,32,0.0001,95,0.2446453278153031,0.3040223717689514
baseline,True,32,0.0001,96,0.24288150476084816,0.3023589849472046
baseline,True,32,0.0001,97,0.2411327556769053,0.30076178908348083
baseline,True,32,0.0001,98,0.23945167320745964,0.2993052303791046
baseline,True,32,0.0001,99,0.2378114319289172,0.2977505922317505
baseline,True,32,0.0001,100,0.2362252692160783,0.2961009442806244
baseline,True,64-32,0.001,1,0.6278002376909609,0.6285311579704285
baseline,True,64-32,0.001,2,0.5763647149227283,0.5746477842330933
baseline,True,64-32,0.001,3,0.4939773016505771,0.48475250601768494
baseline,True,64-32,0.001,4,0.38085746416339167,0.37838825583457947
baseline,True,64-32,0.001,5,0.2689946428713975,0.29610475897789
baseline,True,64-32,0.001,6,0.20369953162140317,0.2558147609233856
baseline,True,64-32,0.001,7,0.17995874009750507,0.24099943041801453
baseline,True,64-32,0.001,8,0.17195813443925645,0.2317618578672409
baseline,True,64-32,0.001,9,0.16716373690852412,0.22545889019966125
baseline,True,64-32,0.001,10,0.16312603418473845,0.21478508412837982
baseline,True,64-32,0.001,11,0.15950919676710057,0.21585436165332794
baseline,True,64-32,0.001,12,0.1556106761429045,0.19820281863212585
baseline,True,64-32,0.001,13,0.15242456495761872,0.1938992291688919
baseline,True,64-32,0.001,14,0.14965289926087416,0.18782205879688263
baseline,True,64-32,0.001,15,0.1467677512102657,0.18633577227592468
baseline,True,64-32,0.001,16,0.14448511088335955,0.18580672144889832
baseline,True,64-32,0.001,17,0.14285110917356278,0.17828789353370667
baseline,True,64-32,0.001,18,0.1412031833993064,0.17704108357429504
baseline,True,64-32,0.001,19,0.14006657426004057,0.17977292835712433
baseline,True,64-32,0.001,20,0.1387030785172074,0.17749139666557312
baseline,True,64-32,0.001,21,0.13774956857716597,0.1717798262834549
baseline,True,64-32,0.001,22,0.13706898980670504,0.1716761440038681
baseline,True,64-32,0.001,23,0.13612062648490622,0.17638924717903137
baseline,True,64-32,0.001,24,0.13585238567105046,0.17629259824752808
baseline,True,64-32,0.001,25,0.1355244270739732,0.17003975808620453
baseline,True,64-32,0.001,26,0.1344349506938899,0.17019520699977875
baseline,True,64-32,0.001,27,0.13399645577978206,0.16992302238941193
baseline,True,64-32,0.001,28,0.13345212296203332,0.17001838982105255
baseline,True,64-32,0.001,29,0.13343352056211896,0.1695723533630371
baseline,True,64-32,0.001,30,0.13282468603716957,0.16866080462932587
baseline,True,64-32,0.001,31,0.1332191726454982,0.17309285700321198
baseline,True,64-32,0.001,32,0.13209904579100784,0.17111453413963318
baseline,True,64-32,0.001,33,0.13191693765145762,0.1686953604221344
baseline,True,64-32,0.001,34,0.13124399190699612,0.17334015667438507
baseline,True,64-32,0.001,35,0.1313221130989216,0.17046105861663818
baseline,True,64-32,0.001,36,0.1308784262118516,0.17019563913345337
baseline,True,64-32,0.001,37,0.13101957495565766,0.1747303009033203
baseline,True,64-32,0.001,38,0.13065708345837063,0.16995184123516083
baseline,True,64-32,0.0001,1,0.6436717434282656,0.6594929099082947
baseline,True,64-32,0.0001,2,0.6398035540404143,0.656550943851471
baseline,True,64-32,0.0001,3,0.635826709093871,0.6532481908798218
baseline,True,64-32,0.0001,4,0.6316711272133722,0.6499581933021545
baseline,True,64-32,0.0001,5,0.6272530050630922,0.6464325785636902
baseline,True,64-32,0.0001,6,0.6225048670062312,0.6423495411872864
baseline,True,64-32,0.0001,7,0.6173189416638127,0.6378467679023743
baseline,True,64-32,0.0001,8,0.6115100381992481,0.6328285932540894
baseline,True,64-32,0.0001,9,0.6049362579981487,0.6271633505821228
baseline,True,64-32,0.0001,10,0.5975316836215832,0.620581328868866
baseline,True,64-32,0.0001,11,0.589168908684342,0.613216757774353
baseline,True,64-32,0.0001,12,0.579880022737715,0.6051815748214722
baseline,True,64-32,0.0001,13,0.5696586304240756,0.5963807106018066
baseline,True,64-32,0.0001,14,0.5586489809883965,0.58693927526474
baseline,True,64-32,0.0001,15,0.5468805914454989,0.5767487287521362
baseline,True,64-32,0.0001,16,0.534432302404333,0.5660550594329834
baseline,True,64-32,0.0001,17,0.5213395614977236,0.5548181533813477
baseline,True,64-32,0.0001,18,0.5077172336754976,0.5431632399559021
baseline,True,64-32,0.0001,19,0.4935783634803913,0.5308813452720642
baseline,True,64-32,0.0001,20,0.4789943688004105,0.5179574489593506
baseline,True,64-32,0.0001,21,0.4637296288543277,0.5045099854469299
baseline,True,64-32,0.0001,22,0.4478006026038417,0.49040329456329346
baseline,True,64-32,0.0001,23,0.43122701397648566,0.4755525290966034
baseline,True,64-32,0.0001,24,0.41449398632402773,0.4608868956565857
baseline,True,64-32,0.0001,25,0.3979769569856149,0.4467257261276245
baseline,True,64-32,0.0001,26,0.38179680506388347,0.4327610731124878
baseline,True,64-32,0.0001,27,0.3661487412011182,0.4189915955066681
baseline,True,64-32,0.0001,28,0.35108285749400103,0.40581801533699036
baseline,True,64-32,0.0001,29,0.3366734692343959,0.39304542541503906
baseline,True,64-32,0.0001,30,0.32301601935316016,0.3810109496116638
baseline,True,64-32,0.0001,31,0.3101410271503307,0.36935698986053467
baseline,True,64-32,0.0001,32,0.2980219107645529,0.35843223333358765
baseline,True,64-32,0.0001,33,0.28679717099225077,0.3484402894973755
baseline,True,64-32,0.0001,34,0.2763523640897539,0.3390309512615204
baseline,True,64-32,0.0001,35,0.2667012642489539,0.33049753308296204
baseline,True,64-32,0.0001,36,0.25785011141388503,0.32236817479133606
baseline,True,64-32,0.0001,37,0.249756925812474,0.3142866790294647
baseline,True,64-32,0.0001,38,0.24231499166400344,0.30732986330986023
baseline,True,64-32,0.0001,39,0.23559131659843305,0.3009275197982788
baseline,True,64-32,0.0001,40,0.2295880201127794,0.2948094308376312
baseline,True,64-32,0.0001,41,0.2240885604090161,0.2901342809200287
baseline,True,64-32,0.0001,42,0.21909368601110246,0.2854628562927246
baseline,True,64-32,0.0001,43,0.2146293297741148,0.2812711000442505
baseline,True,64-32,0.0001,44,0.2105938885609309,0.27733367681503296
baseline,True,64-32,0.0001,45,0.20691725145887446,0.27328184247016907
baseline,True,64-32,0.0001,46,0.20359898999885276,0.2703574597835541
baseline,True,64-32,0.0001,47,0.2006041673598466,0.2675531506538391
baseline,True,64-32,0.0001,48,0.19785891201761033,0.26494279503822327
baseline,True,64-32,0.0001,49,0.19536249611112808,0.26248472929000854
baseline,True,64-32,0.0001,50,0.19307686501079135,0.259725421667099
baseline,True,64-32,0.0001,51,0.19096394688994797,0.25813689827919006
baseline,True,64-32,0.0001,52,0.18904658887121412,0.25602707266807556
baseline,True,64-32,0.0001,53,0.18729113417643087,0.2541654407978058
baseline,True,64-32,0.0001,54,0.18562090158462524,0.25287139415740967
baseline,True,64-32,0.0001,55,0.18410679320494333,0.251233845949173
baseline,True,64-32,0.0001,56,0.18272205920131118,0.24955585598945618
baseline,True,64-32,0.0001,57,0.18140980530668188,0.24801622331142426
baseline,True,64-32,0.0001,58,0.18017407097198346,0.24576622247695923
baseline,True,64-32,0.0001,59,0.17901711689101324,0.24425798654556274
baseline,True,64-32,0.0001,60,0.17795521005436227,0.24379704892635345
baseline,True,64-32,0.0001,61,0.1769106364250183,0.24214018881320953
baseline,True,64-32,0.0001,62,0.17593642161952125,0.2410813421010971
baseline,True,64-32,0.0001,63,0.17504324354507306,0.23987029492855072
baseline,True,64-32,0.0001,64,0.17414300978183747,0.23813679814338684
baseline,True,64-32,0.0001,65,0.17333923829926384,0.2367253303527832
baseline,True,64-32,0.0001,66,0.17252990131024962,0.23691752552986145
baseline,True,64-32,0.0001,67,0.1717740458029288,0.2352270781993866
baseline,True,64-32,0.0001,68,0.1710446251321722,0.23464633524417877
baseline,True,64-32,0.0001,69,0.17034421167991778,0.23359738290309906
baseline,True,64-32,0.0001,70,0.1696790839124609,0.23220907151699066
baseline,True,64-32,0.0001,71,0.16902019368277657,0.23104307055473328
baseline,True,64-32,0.0001,72,0.16838652149394706,0.23020142316818237
baseline,True,64-32,0.0001,73,0.16777906071256707,0.22903972864151
baseline,True,64-32,0.0001,74,0.16717586678487284,0.22761818766593933
baseline,True,64-32,0.0001,75,0.16662645922766792,0.22693459689617157
baseline,True,64-32,0.0001,76,0.1660485115536937,0.22544363141059875
baseline,True,64-32,0.0001,77,0.165525942908393,0.22438649833202362
baseline,True,64-32,0.0001,78,0.16496517850293055,0.22425410151481628
baseline,True,64-32,0.0001,79,0.1644428993154455,0.22320906817913055
baseline,True,64-32,0.0001,80,0.16391980168996034,0.2225777804851532
baseline,True,64-32,0.0001,81,0.16342646172753086,0.22180341184139252
baseline,True,64-32,0.0001,82,0.16291133249247516,0.22117502987384796
baseline,True,64-32,0.0001,83,0.16243762890497843,0.2200229912996292
baseline,True,64-32,0.0001,84,0.16197288709658164,0.21858078241348267
baseline,True,64-32,0.0001,85,0.1614875672592057,0.21783484518527985
baseline,True,64-32,0.0001,86,0.16104446865894176,0.217815101146698
baseline,True,64-32,0.0001,87,0.16060791386498346,0.2160540521144867
baseline,True,64-32,0.0001,88,0.16014871926219376,0.21576644480228424
baseline,True,64-32,0.0001,89,0.1597132283449173,0.2146814614534378
baseline,True,64-32,0.0001,90,0.15929055282363186,0.21350635588169098
baseline,True,64-32,0.0001,91,0.15888687358962164,0.21332918107509613
baseline,True,64-32,0.0001,92,0.15845502217610677,0.21217890083789825
baseline,True,64-32,0.0001,93,0.15806594139999813,0.21126443147659302
baseline,True,64-32,0.0001,94,0.15767478280597264,0.2106136977672577
baseline,True,64-32,0.0001,95,0.15729029375093956,0.20842495560646057
baseline,True,64-32,0.0001,96,0.15689472719475075,0.20815962553024292
